Gene stable ID,Gene name,Gene Synonym,NCBI gene (formerly Entrezgene) ID
YML037C,,,854971
IRT1,IRT1,,
YGL103W,RPL28,CYH2,852775
YIR030C,DCG1,,854848
YGL062W,PYC1,,852818
YDR257C,RKM4,RMS1,851844
YDR257C,RKM4,SET7,851844
YHL012W,,,856374
YAL026C-A,,,
YOR158W,PET123,,854329
YOR162C,YRR1,PDR2,854333
YNL259C,ATX1,,855462
YPR075C,OPY2,,856191
YJL026C-A,,,
YGR049W,SCM4,,852940
YBR137W,,,852434
YHR211W,FLO5,,856618
YHR155W,LAM1,,856560
YDR402C,DIT2,CYP56,852011
YBR079C,RPG1,TIF32,852371
tE(UUC)J,,,
YDR450W,RPS18A,,854982
YDR450W,RPS18A,,852061
YKL120W,OAC1,,853739
YDR376W,ARH1,,851982
YJR126C,VPS70,,853590
YBR017C,KAP104,,852305
YNR022C,MRPL50,,855756
YNR077C,,,855814
tL(UAA)J,SUP51,,
YEL025C,YEL025C,,856688
YPL118W,MRP51,,855985
YBL044W,,,852236
YMR280C,CAT8,DIL1,855323
YMR280C,CAT8,MSP8,855323
tG(GCC)J1,,,
YLR048W,RPS0B,NAB1B,850737
YLR048W,RPS0B,YST2,850737
YDR161W,ACL4,,851739
YBL023C,MCM2,,852258
YCL018W,LEU2,,850342
YOL092W,YPQ1,,854061
RUF5-1,RUF5-1,,
YDR090C,,,851664
YMR170C,ALD2,,855206
YPL239W,YAR1,,855837
YHR139C,SPS100,,856541
YLL059C,,,
YJL005W,CYR1,CDC35,853452
YJL005W,CYR1,FIL1,853452
YJL005W,CYR1,HSR1,853452
YJL005W,CYR1,SRA4,853452
YJL005W,CYR1,TSM0185,853452
YHR032W-A,,,
YKL222C,,,853658
YJL206C,,,853224
YOL061W,PRS5,,854093
YJL100W,LSB6,,853345
tA(AGC)H,,,
YMR123W,PKR1,,855153
snR39,SNR39,,
YNL068C,FKH2,,855656
YML012C-A,YML012C-A,,
tT(AGU)J,,,
YOR232W,MGE1,YGE1,854407
YGR076C,MRPL25,AFO1,852967
YGR076C,MRPL25,YMR26,852967
YBR127C,VMA2,VAT2,852424
YPR136C,,,
tI(AAU)N2,,,
YCR073C,SSK22,,850436
YMR019W,STB4,,855033
YMR206W,,,855246
YGL161C,YIP5,,852715
YGR062C,COX18,OXA2,852953
YMR165C,PAH1,SMP2,855201
YJL047C-A,,,1466468
YDR189W,SLY1,,851770
tV(AAC)G1,,,
YKL092C,BUD2,CLA2,853770
YKL092C,BUD2,ERC25,853770
YHR210C,,,856617
YER024W,YAT2,,856745
YPL033C,SRL4,,856074
YPR045C,THP3,,856158
YGL237C,HAP2,,852614
YGR024C,THG1,,852908
YCR048W,ARE1,SAT2,850415
YMR010W,ANY1,,855022
YGR184C,UBR1,PTR1,853096
YLR238W,FAR10,,850939
YPR038W,IRC16,,
YDR524C,AGE1,SAT1,852136
YDL237W,AIM6,,851361
YHR072W-A,NOP10,,856471
YHR140W,,,856543
YGR292W,MAL12,,853209
YOR219C,STE13,YCI1,854394
tS(UGA)Q2,,,
YDR188W,CCT6,HTR3,851768
YDR188W,CCT6,TCP20,851768
YDR188W,CCT6,TCP6,851768
YHR044C,DOG1,,856440
YIL083C,CAB2,,854726
YOR182C,RPS30B,,854354
YOR182C,RPS30B,,850994
YDL133C-A,RPL41B,RPL47A,851344
YDL133C-A,RPL41B,RPL47B,851344
YDL133C-A,RPL41B,YDL134C-A,851344
YDL133C-A,RPL41B,RPL47A,851422
YDL133C-A,RPL41B,RPL47B,851422
YDL133C-A,RPL41B,YDL134C-A,851422
YLR283W,,,850988
YDR531W,CAB1,,852144
tG(GCC)D1,,,
YER023W,PRO3,ORE2,856744
YGR151C,,,
YOL099C,,,
YBR152W,SPP381,,852449
YDR226W,ADK1,AKY1,851812
YDR226W,ADK1,AKY2,851812
YGL034C,,,
tD(GUC)J2,,,
YPR011C,,,856121
YHL016C,DUR3,,856370
YLR298C,YHC1,,851005
tP(UGG)H,SUF8,,
YGL067W,NPY1,,852813
YFR046C,CNN1,,850607
YMR184W,ADD37,,855222
YHR202W,,,856609
YLR232W,,,
YLR086W,SMC4,,850775
YNL037C,IDH1,,855691
YDL054C,MCH1,,851506
YML126C,ERG13,HMGS,854913
YDL205C,HEM3,OLE2,851322
YIL019W,FAF1,,854793
YDR537C,,,
YCL005W-A,VMA9,CWH36,2732686
YCL005W-A,VMA9,LDB10,2732686
YLR053C,,,850742
YMR244W,,,855285
YER079W,,,856812
YBR035C,PDX3,,852323
YPL100W,ATG21,HSV1,856004
YPL100W,ATG21,MAI1,856004
YPL076W,GPI2,GCR4,856029
YBR289W,SNF5,HAF4,852592
YBR289W,SNF5,SWI10,852592
YBR289W,SNF5,TYE4,852592
YNL085W,MKT1,,855639
YAR002C-A,ERP1,,851264
YCR033W,SNT1,,850399
YLL041C,SDH2,ACN17,850685
YHR019C,DED81,,856412
YCL007C,YCL007C,,
YJL222W-B,,,
YMR279C,,,855322
YPL027W,SMA1,,856080
YDR496C,PUF6,,852107
YBL017C,PEP1,VPS10,852264
YBL017C,PEP1,VPT1,852264
YCR019W,MAK32,,850381
YPL271W,ATP15,,855857
YDR313C,PIB1,,851908
YKL068W,NUP100,NSP100,853796
YGR072W,UPF3,SUA6,852963
YGR072W,UPF3,SUP112,852963
YDL108W,KIN28,,851450
tV(CAC)D,,,
YLR330W,CHS5,CAL3,851041
YLR244C,MAP1,,850945
YHL034W-A,,,
YDR340W,,,
YIL020C-A,,,
YGL229C,SAP4,,852622
YMR316C-B,,,
YBR157C,ICS2,,852454
YGR055W,MUP1,,852946
YLR299C-A,,,
YGL044C,RNA15,,852838
YNL051W,COG5,API4,855676
YNL051W,COG5,COD4,855676
YNL148C,ALF1,,855574
YLL019W-A,,,
YMR107W,SPG4,,855134
YNR075C-A,,,1466517
YDL147W,RPN5,NAS5,851408
YDL081C,RPP1A,RPLA1,851478
YOR294W,RRS1,,854469
YLR258W,GSY2,,850962
YOR288C,MPD1,,854462
YDR283C,GCN2,AAS1,851877
YDR283C,GCN2,AAS102,851877
YDR283C,GCN2,NDR2,851877
YIL099W,SGA1,,854708
YBL104C,SEA4,YBL103C-A,852170
YJR076C,CDC11,PSL9,853539
YNL255C,GIS2,,855466
YJL217W,REE1,,853238
YDR261C,EXG2,,851848
YDL211C,,,851315
YER136W,GDI1,SEC19,856876
YPL128C,TBF1,LPI16,855975
YBL109W,,,
YML054C-A,,,1466497
YHR213W-B,,,1466533
YGL054C,ERV14,,852826
YIL093C,RSM25,,854715
YER151C,UBP3,BLM3,856895
YOR110W,TFC7,,854277
YJR059W,PTK2,STK2,853522
YKR009C,FOX2,POX2,853878
YCR102C,,,850466
YEL029C,BUD16,,856683
YER065C,ICL1,,856794
YIR024C,,,854842
YLR174W,IDP2,,850871
YJR124C,,,853588
YMR043W,MCM1,FUN80,855060
YPL139C,UME1,WTM3,855964
YOR040W,GLO4,,854205
tL(UAA)B1,,,
YIL135C,VHS2,,854671
YHR104W,GRE3,,856504
YJL143W,TIM17,MIM17,853298
YJL143W,TIM17,MPI2,853298
YJL143W,TIM17,SMS1,853298
YAL004W,,,
YDL074C,BRE1,,851485
YGL119W,COQ8,ABC1,852758
YEL050W-A,,,
tA(AGC)K2,,,
YGR068W-A,,,
YDL091C,UBX3,,851467
YJL059W,YHC3,BTN1,853387
YER085C,,,856818
YPL005W,AEP3,,856102
YJR078W,BNA2,,853541
YFL037W,TUB2,ARM10,850506
YFL037W,TUB2,SHE8,850506
Q0110,BI2,,854604
YNL070W,TOM7,MOM7,855654
YNL070W,TOM7,YOK22,855654
tD(GUC)N,,,
tA(AGC)M1,,,
tM(CAU)J2,EMT3,,
YCR075W-A,EGO2,,1466399
YOL083W,ATG34,,854071
YIL020C,HIS6,,854792
YOL136C,PFK27,,853984
YMR270C,RRN9,,855312
YDR346C,SVF1,SGI1,851947
YBR072C-A,,,1466444
YLR444C,,,
tT(AGU)N1,,,
YNL271C,BNI1,PPF3,855450
YNL271C,BNI1,SHE5,855450
YKR028W,SAP190,,853899
YER147C,SCC4,,856890
YFL061W,DDI2,,855381
YFL061W,DDI2,,850483
YMR175W,SIP18,,855213
YGR206W,MVB12,,853120
YOL130W,ALR1,SWC3,853990
YLR315W,NKP2,,851025
YLR374C,,,
YER064C,VHR2,,856793
YNL198C,,,
YDR072C,IPT1,KTI6,851644
YDR072C,IPT1,SYR4,851644
YGR121W-A,,,1466458
YIL023C,YKE4,,854789
YPL148C,PPT2,,855955
YJL207C,LAA1,,853223
YNR018W,RCF2,,855752
YLR154W-F,,,
YOL021C,DIS3,RRP44,854138
YCL058W-A,ADF1,,3289591
YOR282W,,,
YDR242W,AMD2,,851829
tR(ACG)L,,,
YKR076W,ECM4,GTO2,853951
YPL080C,,,
YOL077W-A,ATP19,,854077
YER119C,AVT6,,856855
YLR172C,DPH5,,850869
YML009W-B,YML009W-B,,
YLR273C,PIG1,,850979
YNL327W,EGT2,,855389
tK(UUU)L,,,
YLL012W,YEH1,,850648
YGL130W,CEG1,,852747
YDR323C,PEP7,VAC1,851923
YDR323C,PEP7,VPL21,851923
YDR323C,PEP7,VPS19,851923
YDR323C,PEP7,VPT19,851923
YOR319W,HSH49,,854497
YNL236W,SIN4,BEL2,855485
YNL236W,SIN4,GAL22,855485
YNL236W,SIN4,MED16,855485
YNL236W,SIN4,RYE1,855485
YNL236W,SIN4,SDI3,855485
YNL236W,SIN4,SSF5,855485
YNL236W,SIN4,SSN4,855485
YNL236W,SIN4,TSF3,855485
YPL265W,DIP5,,855863
YBR300C,,,
YGL042C,,,
YCL047C,POF1,,850310
YNR001W-A,,,
YLR022C,SDO1,,850709
YIL177W-A,,,
YMR035W,IMP2,,855051
YHR083W,SAM35,FMP20,856483
YHR083W,SAM35,TOB38,856483
YHR083W,SAM35,TOM38,856483
YGR090W,UTP22,,852982
YEL020C-B,,,
YLR382C,NAM2,MSL1,851098
YLR041W,,,
YBR195C,MSI1,CAC3,852494
YBR233W,PBP2,HEK1,852533
YOR030W,DFG16,ECM41,854195
YOR030W,DFG16,ZRG12,854195
YER068W,MOT2,NOT4,856799
YER068W,MOT2,SIG1,856799
snR59,SNR59,,
YJL144W,,,853297
YGR221C,TOS2,,853136
YBR262C,,FMP51,852566
YDR486C,VPS60,CHM5,852097
YDR486C,VPS60,MOS10,852097
YKR106W,GEX2,,853981
YNL053W,MSG5,,855674
YDR420W,HKR1,,852030
YMR108W,ILV2,SMR1,855135
YMR108W,ILV2,THI1,855135
YBR020W,GAL1,,852308
YCR106W,RDS1,,850470
YHR165W-A,,,
YDL122W,UBP1,,851435
YHL022C,SPO11,,856364
YLR466C-A,,,
YGR143W,SKN1,,853045
YFL017C,GNA1,PAT1,850529
YBR085C-A,,,852381
YLR268W,SEC22,SLY2,850973
YLR268W,SEC22,TSL26,850973
YER158C,,,856903
YML002W,,,855011
tR(UCU)G1,,,
YDR390C,UBA2,UAL1,851998
YJL125C,GCD14,TRM61,853317
YPR052C,NHP6A,,856165
YGL218W,YGL218W,,
YCR040W,MATALPHA1,ALPHA1,850407
YCR040W,MATALPHA1,ALPHA1,850407
YCR040W,MATALPHA1,ALPHA1,850293
YCR040W,MATALPHA1,ALPHA1,850293
YML111W,BUL2,,854929
YMR278W,PRM15,,855321
YMR185W,RTP1,,855223
YPR145C-A,,,3799978
YCR061W,YCR061W,YCR062W,850425
YGL198W,YIP4,,852676
YLR420W,URA4,,851139
YNL281W,HCH1,,855440
YNL279W,PRM1,,855442
YMR304C-A,,,
YOR291W,YPK9,,854466
YOL077C,BRX1,,854078
ITS1-1,ITS1-1,,
YML084W,,,
YGL083W,SCY1,,852797
YFR012W,DCV1,,850565
YFL034C-A,RPL22B,YFL035C-B,850509
Q0120,BI4,,854582
YJL198W,PHO90,,853241
YER138W-A,,,856881
YOR390W,FEX1,,854572
YKL197C,PEX1,PAS1,853636
YNL156C,NSG2,,855566
YNL260C,LTO1,,855461
YNL222W,SSU72,,855499
YER130C,COM2,,856867
YIL037C,PRM2,,854774
YIL142W,CCT2,BIN3,854664
YIL142W,CCT2,TCP2,854664
YDR481C,PHO8,,852092
YDR318W,MCM21,CTF5,851916
YOL052C-A,DDR2,YOL053C-A,854104
tD(GUC)J1,,,
YPL096W,PNG1,,856009
YDL105W,NSE4,QRI2,851453
YHR032W,ERC1,,856427
YOR123C,LEO1,,854290
YLR137W,RKM5,,850828
YKL152C,GPM1,,853705
YJL122W,ALB1,,853320
YHR008C,SOD2,,856399
YIR041W,PAU15,,854859
YDL141W,BPL1,ACC2,851414
YJL007C,,,
YCR045C,RRT12,OSW3,850412
tC(GCA)G,,,
YOR013W,IRC11,,
YMR258C,ROY1,,855300
YFR010W,UBP6,,850562
YJL225C,,,853231
YAR008W,SEN34,FUN4,851267
YJL211C,,,
YDR400W,URH1,,852009
YKL093W,MBR1,,853769
YDR522C,SPS2,,852134
YIL034C,CAP2,,854777
YIL073C,SPO22,ZIP4,854737
YLR087C,CSF1,,850776
YKL080W,VMA5,CSL5,853782
YKL080W,VMA5,VAT3,853782
YFL040W,,,850503
YIL091C,UTP25,,854717
YKL185W,ASH1,,853650
YOR249C,APC5,RMC1,854423
YOR362C,PRE10,,854544
YJR073C,OPI3,PEM2,853536
YBR123C,TFC1,,852421
YDL173W,PAR32,,851381
YPR078C,,,856193
YJR143C,PMT4,,853608
YBR221C,PDB1,,852522
YKR081C,RPF2,,853956
YKR035C,OPI8,,
YNL235C,,,
YDR279W,RNH202,,851873
YEL015W,EDC3,DCP3,856700
YEL015W,EDC3,LSM16,856700
YOL058W,ARG1,ARG10,854096
YGR071C,ENV11,,852962
YNR059W,MNT4,,855796
YBL029W,,,852252
YLL049W,LDB18,,850677
YMR023C,MSS1,PET53,855037
YGR259C,,,
YOR143C,THI80,,854314
YOR347C,PYK2,,854529
tL(CAA)L,,,
RDN37-1,RDN37-1,,
YLR426W,TDA5,,851146
YMR291W,TDA1,,855336
YKL101W,HSL1,ELM2,853760
YKL101W,HSL1,NIK1,853760
YBL045C,COR1,QCR1,852235
tK(CUU)E1,,,
YOL157C,IMA2,,854008
YLL035W,GRC3,,850624
YNR044W,AGA1,,855780
YLL009C,COX17,,850651
YFR020W,CSS2,,850576
YPL104W,MSD1,LPG5,856000
YOL057W,,,854097
YLR036C,,,850725
YIL078W,THS1,,854732
YMR041C,ARA2,,855057
YGR058W,PEF1,,852949
YER153C,PET122,,856897
YGL195W,GCN1,AAS103,852680
YGL195W,GCN1,NDR1,852680
YER137W-A,,,
YNL225C,CNM67,,855496
YPR074W-A,,,
YMR029C,FAR8,,855044
YMR092C,AIP1,,855117
YER113C,TMN3,,856849
YIL052C,RPL34B,,854759
YHL038C,CBP2,,856347
YGL192W,IME4,SPO8,852683
YFR038W,IRC5,,850599
YEL030W,ECM10,SSC3,856682
YLR118C,YLR118C,APT1,850809
YMR138W,CIN4,GTP1,855169
YMR138W,CIN4,UGX1,855169
YMR122W-A,,,855152
YMR053C,STB2,,855075
YNL215W,IES2,,855506
YPL283W-B,,,4594642
YPR162C,ORC4,,856291
YHR071C-A,,,
YPL030W,TRM44,,856077
YER083C,GET2,HUR2,856817
YER083C,GET2,RMD7,856817
YDR281C,PHM6,,851875
YHR081W,LRP1,RRP47,856481
YOR321W,PMT3,,854499
YGL206C,CHC1,SWA5,852666
YGR060W,ERG25,,852951
YHL050W-A,,,
YFR012W-A,,,850566
YOR015W,,,
YHL028W,WSC4,YFW1,856357
YHL028W,WSC4,YHC8,856357
YIR017C,MET28,,854834
YBR191W-A,,,
YBR154C,RPB5,,852451
YMR220W,ERG8,,855260
YGL257C,MNT2,,852635
YOR111W,,,854278
YMR087W,,,855112
YDR213W,UPC2,MOX4,851799
YNL326C,PFA3,,855390
YBR278W,DPB3,,852580
YOL008W,COQ10,,854154
YDR179W-A,NVJ3,,851760
ETS1-2,ETS1-2,,
YML031W,NDC1,,854977
YER167W,BCK2,CTR7,856914
YEL032C-A,,,
YIL125W,KGD1,OGD1,854681
YOR279C,RFM1,,854453
YDR330W,UBX5,,851930
YDR106W,ARP10,,851683
YLR406C,RPL31B,,851122
ITS1-2,ITS1-2,,
YML118W,NGL3,,854921
YKR008W,RSC4,,853877
YNL100W,,,855623
YLR136C,TIS11,CTH2,850827
YDL178W,DLD2,AIP2,851376
YEL073C,,,856636
YML120C,NDI1,,854919
tV(AAC)E1,,,
YLR385C,SWC7,AWS1,851101
YDR484W,VPS52,SAC2,852095
YLR281C,,,850987
YDR308C,SRB7,MED21,851903
YOR394C-A,,,1466490
tH(GUG)Q,,,
YDL192W,ARF1,,851335
YER005W,YND1,YEJ5,856722
YBR273C,UBX7,CUI3,852576
tW(CCA)K,,,
YBR032W,,,852320
YDL202W,MRPL11,,851325
YMR078C,CTF18,CHL12,855102
YHR073C-B,,,
YOR180C,DCI1,ECI2,854352
YPL069C,BTS1,,856036
YKL056C,TMA19,MMI1,853809
YJL131C,AIM23,,853310
YIL154C,,IMP2,854652
YDR146C,SWI5,,851724
YJL177W,RPL17B,,853262
YER102W,RPS8B,,856839
YER102W,RPS8B,,852206
YBR048W,RPS11B,,851589
YBR048W,RPS11B,,852337
YNR009W,NRM1,,855743
YBR104W,YMC2,,852401
YFL031W,HAC1,ERN4,850513
YFL031W,HAC1,IRE15,850513
YHL033C,RPL8A,MAK7,856352
YAL067W-A,,,1466426
YHR066W,SSF1,,856463
YCR085W,,,
tL(CAA)M,,,
PWR1,PWR1,,
YAL049C,AIM2,,851248
YGL236C,MTO1,IPS1,852616
YOL055C,THI20,,854099
YIL138C,TPM2,,854668
YHR029C,YHI9,,856424
YDR241W,BUD26,,
YKL156W,RPS27A,,853700
YDL158C,,,
YJR032W,CPR7,,853489
YDL185W,VMA1,CLS8,851342
YDL185W,VMA1,TFP1,851342
YMR042W,ARG80,ARGR1,855059
YER046W,SPO73,,856770
YBL079W,NUP170,NLE3,852199
YKL162C,,,853695
YGR138C,TPO2,,853039
YGR015C,,,852898
YJR151C,DAN4,,853616
YHR178W,STB5,,856583
YNR066C,,,855803
YLR138W,NHA1,,850829
YNL339W-A,,,
YLL019C,KNS1,,850641
YJR024C,MDE1,,853481
YFL017W-A,SMX2,SNP2,850528
YFL017W-A,SMX2,YFL018W-A,850528
Q0050,AI1,,854593
YER023C-A,,,
YIL130W,ASG1,,854676
YIL071W-A,,,
snR5,SNR5,,
YGL023C,PIB2,,852861
YGL144C,ROG1,,852733
YPL188W,POS5,,855913
YGL071W,AFT1,RCS1,852809
YBR265W,TSC10,,852568
YMR251W,GTO3,,855292
YAR060C,,,
YBR249C,ARO4,,852551
snR66,SNR66,,
YIL043C,CBR1,CBR5,854768
YNL266W,,,
YLR284C,ECI1,,850990
YHR063W-A,,,
YIR013C,GAT4,,854830
YPL201C,YIG1,,855900
YDR251W,PAM1,,851838
tL(UAA)D,,,
YNL292W,PUS4,,855424
YFL005W,SEC4,SRO6,850543
YBR203W,COS111,,852502
YBR184W,,,852482
YCR024C-B,,,1466398
YBR170C,NPL4,HRD4,852468
YJL140W,RPB4,CTF15,853301
YDR192C,NUP42,RIP1,851774
YDR192C,NUP42,UIP1,851774
YNL242W,ATG2,APG2,855479
YNL242W,ATG2,AUT8,855479
YNL242W,ATG2,SPO72,855479
YBR173C,UMP1,RNS2,852471
YOL139C,CDC33,TIF45,854026
YNR057C,BIO4,,855794
tK(CUU)G3,,,
YFR019W,FAB1,SVL7,850574
YHR040W,BCD1,,856436
YFL042C,,YFL043C,850501
YMR223W,UBP8,,855263
tG(UCC)N,SUF6,,
YEL031W,SPF1,COD1,856681
YEL031W,SPF1,PER9,856681
YEL031W,SPF1,PIO1,856681
YDR368W,YPR1,,851974
YNL067W-B,YNL067W-B,YNL067W-A,1466514
YLR295C,ATP14,,851002
YLR307C-A,,,1466419
YCR101C,,,850465
YML007C-A,,,855004
YMR256C,COX7,,855298
YKL192C,ACP1,,853642
YFR042W,KEG1,,850603
YER075C,PTP3,,856807
YJR068W,RFC2,,853531
YPL207W,TYW1,,855894
YPR021C,AGC1,,856132
YNL166C,BNI5,,855555
YPL253C,VIK1,,855822
YPR040W,TIP41,,856153
YBR133C,HSL7,,852431
YCL049C,,,850308
YNL111C,CYB5,,855612
YNL069C,RPL16B,RP23,855655
YER073W,ALD5,,856804
YDR494W,RSM28,,852105
YOR287C,RRP36,,854461
YIL055C,,,854756
YKR064W,OAF3,,853938
YKL017C,HCS1,DIP1,853852
YDR399W,HPT1,BRA6,852008
YOR198C,BFR1,,854373
YPL143W,RPL33A,RPL37A,855960
YCR015C,CTO1,,850373
YOR053W,YOR053W,,
YBR275C,RIF1,,852578
YPL132W,COX11,LPI13,855971
YPL132W,COX11,PSO7,855971
YJR017C,ESS1,PIN1,853475
YJR017C,ESS1,PTF1,853475
YPL171C,OYE3,ZRG6,855932
YOL054W,PSH1,,854102
YDR070C,FMP16,,851642
YKL204W,EAP1,,853631
YBL108W,,,
YLR349W,,,
YDR138W,HPR1,TRF1,851716
YDR031W,MIX14,,851595
YLR248W,RCK2,CLK1,850950
YLR248W,RCK2,CMK3,850950
snR33,SNR33,,
YFR050C,PRE4,,850611
YDR255C,RMD5,GID2,851842
YHR192W,LNP1,,856599
YLL006W-A,,,1466403
YOR012W,,,854177
YPL126W,NAN1,UTP17,855977
YKL190W,CNB1,CRV1,853644
YKL190W,CNB1,YCN2,853644
YDL060W,TSR1,,851499
YDR048C,,,
YGR080W,TWF1,,852971
YMR214W,SCJ1,,855254
YGL116W,CDC20,PAC5,852762
YEL027W,VMA3,CLS7,856686
YEL027W,VMA3,CUP5,856686
YEL027W,VMA3,GEF2,856686
YDR067C,OCA6,,851639
YBL113W-A,,,
YIL014C-A,YIL014C-A,YIL015C-A,854799
tP(UGG)M,SUF7,,
YEL024W,RIP1,,856689
YNL277W-A,,,1466509
YIL049W,DFG10,,854762
YDR126W,SWF1,PSL10,851704
YBL085W,BOI1,BOB1,852193
YBL085W,BOI1,GIN7,852193
YOL118C,,,
YGR035C,,,852923
YOR034C,AKR2,,854199
YJR058C,APS2,YAP17,853521
YPR063C,,,856176
YOR374W,ALD4,ALD7,854556
YGL201C,MCM6,,852673
YCR038C,BUD5,,850405
YBL052C,SAS3,,852228
YMR055C,BUB2,PAC7,855077
YDR315C,IPK1,GSL1,851910
YLR127C,APC2,RSI1,850818
YLR127C,APC2,TID2,850818
YCL063W,VAC17,YCL062W,850296
YGR212W,SLI1,,853126
YER049W,TPA1,,856775
YNL128W,TEP1,,855595
YBL009W,ALK2,,852274
YDL126C,CDC48,,851431
YML117W,NAB6,,854922
YMR271C,URA10,,855313
YDR262W,,,851855
YNL300W,TOS6,,855416
YHR017W,YSC83,,856410
YPR187W,RPO26,RPB6,856317
tQ(UUG)D3,,,
YPL007C,TFC8,,856100
YLR002C,NOC3,,850688
YOR018W,ROD1,ART4,854183
YGR154C,GTO1,,853058
YBR283C,SSH1,,852586
YHR004C,NEM1,,856393
YGL241W,KAP114,,852610
YDR345C,HXT3,,851946
YDR079W,PET100,,851651
YOL084W,PHM7,,854070
YHL040C,ARN1,,856345
YOR314W,,,
YPL209C,IPL1,PAC15,855892
YKL211C,TRP3,,853669
YGL262W,,,852629
YGR247W,CPD1,,853162
YPR182W,SMX3,,856312
snR24,SNR24,,
YLR168C,UPS2,AIM30,850865
YLR168C,UPS2,GEP1,850865
YLR168C,UPS2,MSF1,850865
YLR168C,UPS2,MSF1',850865
YJR101W,RSM26,,853565
YHR191C,CTF8,,856598
YJL026W,RNR2,CRT6,853427
YJL096W,MRPL49,,853349
tA(UGC)Q,,,
YGR199W,PMT6,,853113
YMR226C,YMR226C,,855266
YNL179C,YNL179C,,
YPL242C,IQG1,CYK1,855834
YDR433W,YDR433W,,
YLR342W-A,,,1466421
YNR050C,LYS9,LYS13,855786
YOR050C,YOR050C,,
snR49,SNR49,,
YER175W-A,,,1466537
Q0085,ATP6,OLI2,854601
Q0085,ATP6,OLI4,854601
Q0085,ATP6,PHO1,854601
YOR391C,HSP33,,854573
YPL205C,,,
YNL138W,SRV2,CAP,855584
YNR048W,YNR048W,CRF1,855784
YLR031W,,,850718
YBR094W,PBY1,,852391
YHR201C,PPX1,,856608
YHR103W,SBE22,,856503
YEL037C,RAD23,,856674
YGL260W,,,852631
YOR327C,SNC2,,854505
YER134C,YER134C,,856873
YBR258C,SHG1,CPS15,852561
YCR024C,SLM5,,850388
YPL278C,,,855851
YKL115C,,,
YOR352W,TFB6,,854534
YKL107W,,,853753
Q0182,Q0182,,
YOR348C,PUT4,,854530
YFR007W,YFH7,AIM12,850558
YCR065W,HCM1,,850429
YPR086W,SUA7,SOH4,856201
RDN5-3,RDN5-3,,
YLR189C,ATG26,UGT51,850886
YGR179C,OKP1,,853090
YBR201W,DER1,,852500
YNL302C,RPS19B,RP55B,855414
YLR358C,,,851072
YER088C,DOT6,PBF2,856822
YOL115W,PAP2,TRF4,854034
YNL045W,LAP2,,855682
YFL065C,,,850479
YML110C,COQ5,DBI56,854930
YPR117W,,,856233
YDL144C,,,851411
YHR213W,,,856620
YER175C,TMT1,TAM1,856922
YGR011W,,,
YPL096C-A,ERI1,RIN1,856008
YDR306C,,,851900
YML047W-A,YML047W-A,,
YDR292C,SRP101,,851886
tG(GCC)E,,,
YNL125C,ESBP6,MCH3,855598
YDL009C,,,851553
YDR290W,YDR290W,,
YBR070C,ALG14,,852362
YOR066W,MSA1,YOR29-17,854232
YER021W,RPN3,SUN2,856742
tE(UUC)B,,,
YKL127W,PGM1,,853732
YCR087W,,,
YNL207W,RIO2,,855514
YNR011C,PRP2,RNA2,855745
YLR134W,PDC5,,850825
YER004W,FMP52,,856721
YLR051C,FCF2,,850740
YDR282C,MRX10,,851876
YKL165C-A,,,
YIL162W,SUC2,,854644
YDR170C,SEC7,,851748
YHR153C,SPO16,,856558
YHR082C,KSP1,,856482
YPR092W,,,
YBR198C,TAF5,TAF90,852497
YML007W,YAP1,PAR1,855005
YML007W,YAP1,SNQ3,855005
YIL104C,SHQ1,,854702
YLR466C-B,,,
YKR049C,FMP46,,853923
YIL077C,,,854733
YHR069C-A,,,
YDR174W,HMO1,HSM2,851754
YLR215C,CDC123,,850912
YNL241C,ZWF1,MET19,855480
YNL241C,ZWF1,POS10,855480
YNL112W,DBP2,,855611
YDL218W,,,851308
YPL086C,ELP3,HPA1,856019
YPL086C,ELP3,KTI8,856019
YPL086C,ELP3,TOT3,856019
YDL062W,,,
YOR072W-A,,,
tM(CAU)J1,EMT5,,
YFL038C,YPT1,,850505
YDL048C,STP4,,851512
YNL249C,MPA43,,855472
YOL096C,COQ3,,854057
YKL052C,ASK1,,853814
YMR190C,SGS1,,855228
YKL053C-A,MDM35,,853812
YBL056W,PTC3,,852224
YBL099W,ATP1,,852177
tR(CCU)J,HSX1,,
YHR020W,,,856413
YNL270C,ALP1,APL1,855451
YBR257W,POP4,,852560
YBR126W-A,MEO1,,13393614
YBR242W,,,852544
YNL115C,,,855608
YDR500C,RPL37B,,852111
YPR005C,HAL1,,856113
YCR034W,,ELO2,850400
YCR034W,,GNS1,850400
YCR034W,,VBM2,850400
YGL111W,NSA1,,852767
YER087C-A,,,
YDR112W,IRC2,,
YPR046W,MCM16,,856159
tM(CAU)O2,EMT2,,
YFR015C,GSY1,,850569
YEL017W,GTT3,,856698
YKL121W,DGR2,,853738
YLR206W,ENT2,,850903
snR39B,SNR39B,,
YIR032C,DAL3,,854850
YOR020C,HSP10,CPN10,854185
YBL008W,HIR1,,852275
YMR225C,MRPL44,YMR44,855265
YCL052C,PBN1,,850305
YNL073W,MSK1,,855651
tI(AAU)L2,,,
YJR156C,THI11,,853621
tM(CAU)Q1,,,
YMR264W,CUE1,KIS4,855306
YDR538W,PAD1,POF1,852150
YLR201C,COQ9,,850898
